chrom	start	end	summit	qval	signal
chr6	52598370	52598471	52598420	4.35982	55.13465
chr17	43545763	43545864	43545813	4.35982	55.10882
chr19	43754737	43754838	43754787	4.35982	55.10201
chr20	62368661	62368762	62368711	4.35982	55.08133
chr7	101217596	101217697	101217646	4.35982	55.04387
chr6	31927348	31927449	31927398	4.35982	55.04251
chr2	677273	677374	677323	4.35982	55.04225
chr7	66628546	66628647	66628596	4.35982	54.83808
chr6	125780335	125780436	125780385	4.35982	54.8246
chr16	27364645	27364746	27364695	4.35982	54.82454
chr4	985205	985306	985255	4.35982	54.78728
chr6	125301861	125301962	125301911	4.35982	54.78347
chr14	34043974	34044075	34044024	4.35982	54.76086
chr11	61161574	61161675	61161624	4.35982	54.71021
chr2	218847832	218847933	218847882	4.35982	54.64258
chr20	462555	462656	462605	4.35982	54.62497
chr1	27660120	27660221	27660170	4.35982	54.59571
chr8	30156287	30156388	30156337	4.35982	54.5848
chr14	106349136	106349237	106349186	4.35982	54.58034
chr3	53160998	53161099	53161048	4.35982	54.55501
chr7	1530537	1530638	1530587	4.35982	54.54377
chr12	52949840	52949941	52949890	4.35982	54.53474
chr2	113604216	113604317	113604266	4.35982	54.52668
chr2	9799805	9799906	9799855	4.35982	54.51924
chr10	30434542	30434643	30434592	4.35982	54.4971
chrX	130268905	130269006	130268955	4.35982	54.49373
chr1	109090854	109090955	109090904	4.35982	54.48733
chr19	45154598	45154699	45154648	4.35982	54.46058
chr12	124864009	124864110	124864059	4.35982	54.43009
chr20	53579894	53579995	53579944	4.35982	54.41068
chr16	721066	721167	721116	4.35982	54.40633
chr17	75878738	75878839	75878788	4.35982	54.38597
chr1	25905546	25905647	25905596	4.35982	54.38161
chr8	125091761	125091862	125091811	4.35982	54.36403
chr9	36400999	36401100	36401049	4.35982	54.35609
chr12	49130313	49130414	49130363	4.35982	54.31095
chr12	53299804	53299905	53299854	4.35982	54.30941
chr4	183506003	183506104	183506053	4.35982	54.28693
chr2	26503556	26503657	26503606	4.35982	54.2812
chr14	35347741	35347842	35347791	4.35982	54.26343
chr16	88639372	88639473	88639422	4.35982	54.25431
chr5	150350620	150350721	150350670	4.35982	54.2538
chr1	10430380	10430481	10430430	4.35982	54.18995
chr17	19338535	19338636	19338585	4.35982	54.17266
chr8	9102683	9102784	9102733	4.35982	54.14284
chr3	4303247	4303348	4303297	4.35982	54.08946
chr18	59139799	59139900	59139849	4.35982	54.07614
chr16	401924	402025	401974	4.35982	54.06518
chr2	100825814	100825915	100825864	4.35982	54.04063
chr3	153161451	153161552	153161501	4.35982	54.01629
chr1	44827485	44827586	44827535	4.35982	53.92618
chr8	22010224	22010325	22010274	4.35982	53.9244
chr1	37556844	37556945	37556894	4.35982	53.88187
chr20	32562077	32562178	32562127	4.35982	53.88119
chr2	53826961	53827062	53827011	4.35982	53.876
chr9	129334380	129334481	129334430	4.35982	53.86951
chr22	43241321	43241422	43241371	4.35982	53.86657
chr15	59689450	59689551	59689500	4.35982	53.86276
chr14	35809334	35809435	35809384	4.35982	53.83235
chr16	2905368	2905469	2905418	4.35982	53.8059
chr1	212558966	212559067	212559016	4.35982	53.78753
chr16	1612322	1612423	1612372	4.35982	53.78603
chr2	101252745	101252846	101252795	4.35982	53.73655
chr16	21300661	21300762	21300711	4.35982	53.71144
chr3	48656446	48656547	48656496	4.35982	53.70306
chr16	53130594	53130695	53130644	4.35982	53.69899
chr2	152175502	152175603	152175552	4.35982	53.67494
chr16	87295462	87295563	87295512	4.35982	53.64584
chr5	132963842	132963943	132963892	4.35982	53.63153
chr9	133738250	133738351	133738300	4.35982	53.62904
chr9	133030461	133030562	133030511	4.35982	53.61069
chr19	45591089	45591190	45591139	4.35982	53.59114
chr13	39655655	39655756	39655705	4.35982	53.57757
chr20	346645	346746	346695	4.35982	53.5775
chr1	19715645	19715746	19715695	4.35982	53.5591
chr12	48867151	48867252	48867201	4.35982	53.49835
chr11	59615766	59615867	59615816	4.35982	53.44846
chr6	137866915	137867016	137866965	4.35982	53.42478
chr3	51499338	51499439	51499388	4.35982	53.37828
chr18	22933251	22933352	22933301	4.35982	53.36714
chr5	132294158	132294259	132294208	4.35982	53.3595
chr16	87950897	87950998	87950947	4.35982	53.31983
chr6	52576711	52576812	52576761	4.35982	53.31239
chr17	7014846	7014947	7014896	4.35982	53.27542
chr20	63864310	63864411	63864360	4.35982	53.25064
chrX	102599458	102599559	102599508	4.35982	53.24516
chr17	42536618	42536719	42536668	4.35982	53.23464
chr3	149129501	149129602	149129551	4.35982	53.1833
chr17	42517609	42517710	42517659	4.35982	53.13503
chr12	53221539	53221640	53221589	4.35982	53.12405
chr17	38604846	38604947	38604896	4.35982	53.12213
chr6	41518170	41518271	41518220	4.35982	53.11651
chr6	149746542	149746643	149746592	4.35982	53.11322
chr8	133571901	133572002	133571951	4.35982	53.10272
chr16	58198133	58198234	58198183	4.35982	53.09666
chr16	57480366	57480467	57480416	4.35982	53.08281
chr16	85115061	85115162	85115111	4.35982	53.06969
chr21	42688861	42688962	42688911	4.35982	53.05586
chr17	50178428	50178529	50178478	4.35982	53.01888
chr1	174999374	174999475	174999424	4.35982	53.01646
chr4	3836841	3836942	3836891	4.35982	53.00619
chr19	52601214	52601315	52601264	4.35982	52.99435
chr16	30985123	30985224	30985173	4.35982	52.99036
chr14	106872714	106872815	106872764	4.35982	52.97983
chr17	1648964	1649065	1649014	4.35982	52.97564
chr17	67825378	67825479	67825428	4.35982	52.94893
chr1	225845897	225845998	225845947	4.35982	52.92157
chr14	61695464	61695565	61695514	4.35982	52.89948
chr16	90168527	90168628	90168577	4.35982	52.85948
chr2	218996179	218996280	218996229	4.35982	52.83514
chr16	85137628	85137729	85137678	4.35982	52.78925
chr16	1935484	1935585	1935534	4.35982	52.77515
chr5	68215705	68215806	68215755	4.35982	52.76013
chr17	41811937	41812038	41811987	4.35982	52.75733
chr10	109923627	109923728	109923677	4.35982	52.71808
chr15	42139022	42139123	42139072	4.35982	52.70898
chr3	32685027	32685128	32685077	4.35982	52.67713
chr19	18173766	18173867	18173816	4.35982	52.66427
chr22	23894098	23894199	23894148	4.35982	52.62134
chr2	70109012	70109113	70109062	4.35982	52.54539
chr17	73262420	73262521	73262470	4.35982	52.53514
chr8	31033603	31033704	31033653	4.35982	52.4914
chr6	136288770	136288871	136288820	4.35982	52.46965
chr13	27960903	27961004	27960953	4.35982	52.43532
chr11	9663905	9664006	9663955	4.35982	52.4077
chr1	31644588	31644689	31644638	4.35982	52.39458
chr22	50507661	50507762	50507711	4.35982	52.35711
chr20	3218625	3218726	3218675	4.35982	52.32772
chr20	8132048	8132149	8132098	4.35982	52.2708
chr17	74736538	74736639	74736588	4.35982	52.21664
chr19	52962898	52962999	52962948	4.35982	52.19904
chr1	156357075	156357176	156357125	4.35982	52.13361
chr7	100673418	100673519	100673468	4.35982	52.11571
chr4	99564008	99564109	99564058	4.35982	52.11481
chr19	41310370	41310471	41310420	4.35982	52.1081
chr19	55605230	55605331	55605280	4.35982	52.0838
chr8	120445127	120445228	120445177	4.35982	52.02038
chr6	30647728	30647829	30647778	4.35982	52.00189
chr17	47067493	47067594	47067543	4.35982	51.96315
chr4	22515396	22515497	22515446	4.35982	51.95708
chr6	10723004	10723105	10723054	4.35982	51.93352
chr12	110469244	110469345	110469294	4.35982	51.93326
chr3	48663652	48663753	48663702	4.35982	51.84114
chr19	13023029	13023130	13023079	4.35982	51.75851
chr10	31603552	31603653	31603602	4.35982	51.75816
chr9	36868145	36868246	36868195	4.35982	51.72191
chr19	10695908	10696009	10695958	4.35982	51.71318
chr22	21567596	21567697	21567646	4.35982	51.70055
chr21	42666099	42666200	42666149	4.35982	51.69944
chr16	87461606	87461707	87461656	4.35982	51.68439
chr2	70948578	70948679	70948628	4.35982	51.67554
chr10	133318785	133318886	133318835	4.35982	51.64938
chr22	38755516	38755617	38755566	4.35982	51.63313
chr17	58219316	58219417	58219366	4.35982	51.58256
chr2	27134736	27134837	27134786	4.35982	51.54438
chr7	100450783	100450884	100450833	4.35982	51.49791
chr2	189580882	189580983	189580932	4.35982	51.49375
chr2	16508370	16508471	16508420	4.35982	51.49021
chr3	167735563	167735664	167735613	4.35982	51.45785
chr20	43530834	43530935	43530884	4.35982	51.42683
chr15	90233957	90234058	90234007	4.35982	51.42406
chr2	121077088	121077189	121077138	4.35982	51.41622
chr10	74176568	74176669	74176618	4.35982	51.40999
chr19	17859660	17859761	17859710	4.35982	51.405
chr21	34073537	34073638	34073587	4.35982	51.39845
chr17	75033838	75033939	75033888	4.35982	51.36509
chr19	49497377	49497478	49497427	4.35982	51.3607
chr6	36667227	36667328	36667277	4.35982	51.33551
chr7	12686768	12686869	12686818	4.35982	51.31145
chr17	82217972	82218073	82218022	4.35982	51.25965
chr19	19033677	19033778	19033727	4.35982	51.24805
chr1	19882279	19882380	19882329	4.35982	51.17067
chr21	46229189	46229290	46229239	4.35982	51.16821
chr20	31730637	31730738	31730687	4.35982	51.14827
chr2	20593621	20593722	20593671	4.35982	51.13794
chr19	36127856	36127957	36127906	4.35982	51.08711
chr17	45936005	45936106	45936055	4.35982	51.02991
chr9	34612170	34612271	34612220	4.35982	51.00165
chr17	40647805	40647906	40647855	4.35982	50.98566
chr6	36442880	36442981	36442930	4.35982	50.97365
chr11	65859434	65859535	65859484	4.35982	50.96017
chr2	121530356	121530457	121530406	4.35982	50.92228
chr10	99621362	99621463	99621412	4.35982	50.92188
chr16	15482336	15482437	15482386	4.35982	50.9213
chr6	33762303	33762404	33762353	4.35982	50.89306
chr20	50190025	50190126	50190075	4.35982	50.81843
chr17	42311643	42311744	42311693	4.35982	50.80391
chr19	48963872	48963973	48963922	4.35982	50.8015
chr6	1264169	1264270	1264219	4.35982	50.79484
chr2	96557050	96557151	96557100	4.35982	50.78553
chr4	85043996	85044097	85044046	4.35982	50.75132
chr6	85643842	85643943	85643892	4.35982	50.70363
chr10	132163636	132163737	132163686	4.35982	50.64335
chr14	94581273	94581374	94581323	4.35982	50.62934
chr10	79157688	79157789	79157738	4.35982	50.60732
chr5	142356745	142356846	142356795	4.35982	50.60355
chr17	8383649	8383750	8383699	4.35982	50.57076
chr4	3837120	3837221	3837170	4.35982	50.5636
chr15	101616006	101616107	101616056	4.35982	50.56078
chr1	154961456	154961557	154961506	4.35982	50.53396
chr5	136132832	136132933	136132882	4.35982	50.5321
chr1	109263705	109263806	109263755	4.35982	50.52927
chr12	98503851	98503952	98503901	4.35982	50.52755
chr7	101201191	101201292	101201241	4.35982	50.52512
chr11	64342614	64342715	64342664	4.35982	50.52005
chr2	11466180	11466281	11466230	4.35982	50.51875
chr16	66909887	66909988	66909937	4.35982	50.5142
chr16	88811435	88811536	88811485	4.35982	50.48211
chr12	44948823	44948924	44948873	4.35982	50.46657
chr14	105480982	105481083	105481032	4.35982	50.4422
chr15	99565851	99565952	99565901	4.35982	50.44011
chr8	141128206	141128307	141128256	4.35982	50.43857
chr7	100571361	100571462	100571411	4.35982	50.41158
chr20	41003206	41003307	41003256	4.35982	50.39756
chr6	15248723	15248824	15248773	4.35982	50.38977
chr3	50202004	50202105	50202054	4.35982	50.3714
chr17	44083628	44083729	44083678	4.35982	50.34765
chr3	108222500	108222601	108222550	4.35982	50.32408
chr14	24333739	24333840	24333789	4.35982	50.31555
chr6	11435044	11435145	11435094	4.35982	50.30724
chr11	106077607	106077708	106077657	4.35982	50.28136
chr17	1810756	1810857	1810806	4.35982	50.27082
chr12	89353928	89354029	89353978	4.35982	50.26324
chr1	58546787	58546888	58546837	4.35982	50.25027
chr17	76000568	76000669	76000618	4.35982	50.24968
chr2	63841682	63841783	63841732	4.35982	50.24401
chr19	48637533	48637634	48637583	4.35982	50.24116
chr11	6683247	6683348	6683297	4.35982	50.22209
chr8	144902081	144902182	144902131	4.35982	50.21453
chr17	81309288	81309389	81309338	4.35982	50.21408
chr16	75233974	75234075	75234024	4.35982	50.21053
chr16	30526803	30526904	30526853	4.35982	50.19988
chr19	45640097	45640198	45640147	4.35982	50.17102
chr19	17305463	17305564	17305513	4.35982	50.15376
chr5	71455535	71455636	71455585	4.35982	50.14997
chr12	57088564	57088665	57088614	4.35982	50.10104
chr12	53452521	53452622	53452571	4.35982	50.05285
chr1	1462392	1462493	1462442	4.35982	50.03981
chr22	26672661	26672762	26672711	4.35982	50.03414
chr3	11536688	11536789	11536738	4.35982	50.02643
chr17	8220875	8220976	8220925	4.35982	49.99655
chr12	76031753	76031854	76031803	4.35982	49.96819
chr15	66701014	66701115	66701064	4.35982	49.95765
chr9	75028419	75028520	75028469	4.35982	49.94178
chr19	52638345	52638446	52638395	4.35982	49.9321
chr4	184649404	184649505	184649454	4.35982	49.91102
chr5	123423452	123423553	123423502	4.35982	49.90741
chr17	36002121	36002222	36002171	4.35982	49.83819
chr21	45555035	45555136	45555085	4.35982	49.83105
chr12	123365242	123365343	123365292	4.35982	49.8293
chr15	41493208	41493309	41493258	4.35982	49.77316
chr22	46377665	46377766	46377715	4.35982	49.7437
chr11	22829931	22830032	22829981	4.35982	49.74352
chr9	97633048	97633149	97633098	4.35982	49.73224
chr12	57936146	57936247	57936196	4.35982	49.72787
chr2	20675910	20676011	20675960	4.35982	49.71317
chr19	38647393	38647494	38647443	4.35982	49.71229
chr17	43361367	43361468	43361417	4.35982	49.70255
chr10	110211276	110211377	110211326	4.35982	49.65355
chr14	54354151	54354252	54354201	4.35982	49.64587
chr17	45428180	45428281	45428230	4.35982	49.64417
chr9	133022494	133022595	133022544	4.35982	49.62407
chr6	28866603	28866704	28866653	4.35982	49.58298
chr11	68128401	68128502	68128451	4.35982	49.55077
chr2	73386124	73386225	73386174	4.35982	49.50752
chr1	202958419	202958520	202958469	4.35982	49.48822
chr17	38871593	38871694	38871643	4.35982	49.47909
chr19	45632652	45632753	45632702	4.35982	49.44484
chr10	84328305	84328406	84328355	4.35982	49.43416
chr17	38869994	38870095	38870044	4.35982	49.43314
chr7	44748752	44748853	44748802	4.35982	49.43093
chr12	53324847	53324948	53324897	4.35982	49.42809
chr1	21329370	21329471	21329420	4.35982	49.41146
chr22	28811264	28811365	28811314	4.35982	49.34151
chr1	33350001	33350102	33350051	4.35982	49.26945
chr9	34048909	34049010	34048959	4.35982	49.25139
chr15	56887062	56887163	56887112	4.35982	49.23812
chr2	127859829	127859930	127859879	4.35982	49.21005
chr17	4263955	4264056	4264005	4.35982	49.19793
chr16	66906019	66906120	66906069	4.35982	49.17743
chr10	102422829	102422930	102422879	4.35982	49.13976
chr16	14289854	14289955	14289904	4.35982	49.10497
chr19	49513266	49513367	49513316	4.35982	49.08369
chr11	9573089	9573190	9573139	4.35982	49.06977
chr2	203819947	203820048	203819997	4.35982	49.00671
chr12	32106760	32106861	32106810	4.35982	48.99803
chr14	35404643	35404744	35404693	4.35982	48.99553
chr5	64768630	64768731	64768680	4.35982	48.97124
chr2	24793056	24793157	24793106	4.35982	48.96656
chr12	104064468	104064569	104064518	4.35982	48.91869
chr2	219498544	219498645	219498594	4.35982	48.89986
chr1	165910848	165910949	165910898	4.35982	48.88928
chr17	45197900	45198001	45197950	4.35982	48.87556
chr6	135054866	135054967	135054916	4.35982	48.87436
chr17	50628147	50628248	50628197	4.35982	48.8578
chr20	1965830	1965931	1965880	4.35982	48.82726
chr16	75262505	75262606	75262555	4.35982	48.82374
chr5	1633973	1634074	1634023	4.35982	48.81348
chr14	23056237	23056338	23056287	4.35982	48.81005
chr19	4058311	4058412	4058361	4.35982	48.75369
chr17	41930496	41930597	41930546	4.35982	48.74572
chr11	65117844	65117945	65117894	4.35982	48.73027
chr2	170770721	170770822	170770771	4.35982	48.72749
chr1	53838503	53838604	53838553	4.35982	48.67835
chr2	64653769	64653870	64653819	4.35982	48.67743
chr8	144508987	144509088	144509037	4.35982	48.66478
chr2	231463738	231463839	231463788	4.35982	48.6519
chr17	42609421	42609522	42609471	4.35982	48.64306
chr2	238234348	238234449	238234398	4.35982	48.637
chr9	179108	179209	179158	4.35982	48.636
chr13	26222292	26222393	26222342	4.35982	48.60833
chr1	70221310	70221411	70221360	4.35982	48.57465
chr13	49996751	49996852	49996801	4.35982	48.55437
chr7	103344820	103344921	103344870	4.35982	48.55364
chr7	76249373	76249474	76249423	4.35982	48.50907
chr11	76783072	76783173	76783122	4.35982	48.50383
chr17	57862091	57862192	57862141	4.35982	48.45533
chr16	31073230	31073331	31073280	4.35982	48.43391
chr19	55461065	55461166	55461115	4.35982	48.41856
chr14	31286852	31286953	31286902	4.35982	48.41513
chr2	235669349	235669450	235669399	4.35982	48.40593
chr1	220046486	220046587	220046536	4.35982	48.3698
chr18	35497950	35498051	35498000	4.35982	48.36558
chr20	38337750	38337851	38337800	4.35982	48.32381
chr14	101226679	101226780	101226729	4.35982	48.24255
chr4	2008951	2009052	2009001	4.35982	48.23945
chr14	34024418	34024519	34024468	4.35982	48.23381
chr5	34188398	34188499	34188448	4.35982	48.2244
chr20	46651465	46651566	46651515	4.35982	48.18594
chr11	76235900	76236001	76235950	4.35982	48.09331
chr21	33915833	33915934	33915883	4.35982	48.09095
chr16	31073722	31073823	31073772	4.35982	48.08167
chr2	96251798	96251899	96251848	4.35982	48.07458
chr13	20773912	20774013	20773962	4.35982	48.07123
chr14	99320183	99320284	99320233	4.35982	48.05562
chr5	80654494	80654595	80654544	4.35982	48.02215
chr14	24271197	24271298	24271247	4.35982	48.00913
chr9	81689521	81689622	81689571	4.35982	47.97857
chr8	127736130	127736231	127736180	4.35982	47.96134
chr7	72924970	72925071	72925020	4.35982	47.90522
chr22	31107618	31107719	31107668	4.35982	47.86195
chr10	97426006	97426107	97426056	4.35982	47.85477
chr12	6230777	6230878	6230827	4.35982	47.85116
chr1	109213774	109213875	109213824	4.35982	47.8289
chr20	32473239	32473340	32473289	4.35982	47.8164
chr8	90646078	90646179	90646128	4.35982	47.81511
chr12	96035928	96036029	96035978	4.35982	47.77623
chr10	43407790	43407891	43407840	4.35982	47.75395
chr16	81181387	81181488	81181437	4.35982	47.70778
chr5	140639376	140639477	140639426	4.35982	47.70113
chr19	45406542	45406643	45406592	4.35982	47.68997
chr14	23638723	23638824	23638773	4.35982	47.65916
chr16	30534688	30534789	30534738	4.35982	47.65539
chrX	276245	276346	276295	4.35982	47.65464
chr17	50479595	50479696	50479645	4.35982	47.65061
chr2	73642843	73642944	73642893	4.35982	47.57148
chr5	57650504	57650605	57650554	4.35982	47.56653
chr6	16761836	16761937	16761886	4.35982	47.56405
chr15	88638812	88638913	88638862	4.35982	47.5602
chr14	103104017	103104118	103104067	4.35982	47.54164
chr17	75581273	75581374	75581323	4.35982	47.5388
chr5	138033152	138033253	138033202	4.35982	47.51671
chr6	11232645	11232746	11232695	4.35982	47.50707
chr1	2586714	2586815	2586764	4.35982	47.49907
chr3	194134874	194134975	194134924	4.35982	47.4829
chr2	217902763	217902864	217902813	4.35982	47.4794
chr6	149432153	149432254	149432203	4.35982	47.46366
chr1	52698285	52698386	52698335	4.35982	47.45995
chr17	16653626	16653727	16653676	4.35982	47.43491
chr22	49943094	49943195	49943144	4.35982	47.31766
chr19	48320143	48320244	48320193	4.35982	47.31235
chr14	80468772	80468873	80468822	4.35982	47.28125
chr9	83980662	83980763	83980712	4.35982	47.26201
chr8	109644788	109644889	109644838	4.35982	47.21253
chr2	38875784	38875885	38875834	4.35982	47.21177
chr7	100966378	100966479	100966428	4.35982	47.17934
chr1	156813927	156814028	156813977	4.35982	47.17879
chr14	23632063	23632164	23632113	4.35982	47.17071
chr1	20786695	20786796	20786745	4.35982	47.1682
chr6	41071852	41071953	41071902	4.35982	47.1589
chr2	42141810	42141911	42141860	4.35982	47.1566
chr12	49347881	49347982	49347931	4.35982	47.15097
chr14	23954140	23954241	23954190	4.35982	47.13742
chr11	73788118	73788219	73788168	4.35982	47.1288
chr14	93043506	93043607	93043556	4.35982	47.10986
chr2	127388168	127388269	127388218	4.35982	47.09183
chr19	1455453	1455554	1455503	4.35982	47.08894
chr11	2837230	2837331	2837280	4.35982	47.07665
chr11	67482978	67483079	67483028	4.35982	47.04928
chr16	4263731	4263832	4263781	4.35982	46.9499
chr4	3792085	3792186	3792135	4.35982	46.93803
chr14	21107002	21107103	21107052	4.35982	46.92651
chr1	1659090	1659191	1659140	4.35982	46.91349
chr14	22930460	22930561	22930510	4.35982	46.91219
chr20	36951871	36951972	36951921	4.35982	46.893
chr16	50374820	50374921	50374870	4.35982	46.8664
chr20	38472648	38472749	38472698	4.35982	46.8634
chr7	101126913	101127014	101126963	4.35982	46.85727
chr6	30769699	30769800	30769749	4.35982	46.85585
chr7	32495425	32495526	32495475	4.35982	46.82834
chr2	240233293	240233394	240233343	4.35982	46.82423
chr14	64986798	64986899	64986848	4.35982	46.778
chr11	116809029	116809130	116809079	4.35982	46.76811
chr5	1594608	1594709	1594658	4.35982	46.76485
chr19	56838070	56838171	56838120	4.35982	46.76229
chr17	82716539	82716640	82716589	4.35982	46.75281
chr20	62524017	62524118	62524067	4.35982	46.75114
chr1	63367497	63367598	63367547	4.35982	46.74473
chr1	16144035	16144136	16144085	4.35982	46.7191
chr21	5128444	5128545	5128494	4.35982	46.71744
chr16	21521673	21521774	21521723	4.35982	46.70279
chr15	40045228	40045329	40045278	4.35982	46.69878
chr12	110613972	110614073	110614022	4.35982	46.69786
chr12	115944259	115944360	115944309	4.35982	46.68691
chr19	15631918	15632019	15631968	4.35982	46.68215
chr17	57783417	57783518	57783467	4.35982	46.67296
chr19	17448699	17448800	17448749	4.35982	46.63093
chr4	25377127	25377228	25377177	4.35982	46.62307
chr12	122975182	122975283	122975232	4.35982	46.57536
chr1	116418528	116418629	116418578	4.35982	46.55333
chr17	7252209	7252310	7252259	4.35982	46.55208
chrX	1391658	1391759	1391708	4.35982	46.50428
chrX	48801608	48801709	48801658	4.35982	46.49876
chr8	8701824	8701925	8701874	4.35982	46.48897
chr17	50944738	50944839	50944788	4.35982	46.46252
chr16	69424339	69424440	69424389	4.35982	46.45167
chr5	36241899	36242000	36241949	4.35982	46.44617
chr16	29816313	29816414	29816363	4.35982	46.4397
chr10	103794331	103794432	103794381	4.35982	46.42195
chr6	167826673	167826774	167826723	4.35982	46.40059
chr17	68384059	68384160	68384109	4.35982	46.38501
chr20	5529743	5529844	5529793	4.35982	46.38212
chr2	131492394	131492495	131492444	4.35982	46.37379
chr19	6552008	6552109	6552058	4.35982	46.35476
chr1	211929131	211929232	211929181	4.35982	46.33871
chr1	45340014	45340115	45340064	4.35982	46.29034
chr2	55232549	55232650	55232599	4.35982	46.26564
chr11	86245125	86245226	86245175	4.35982	46.2612
chr15	75201889	75201990	75201939	4.35982	46.26038
chr2	45778745	45778846	45778795	4.35982	46.25486
chr21	6499205	6499306	6499255	4.35982	46.24857
chr19	44808878	44808979	44808928	4.35982	46.24775
chr16	3018241	3018342	3018291	4.35982	46.22851
chr1	44030207	44030308	44030257	4.35982	46.13012
chr10	112275996	112276097	112276046	4.35982	46.07023
chr1	220786789	220786890	220786839	4.35982	46.06027
chr2	74856373	74856474	74856423	4.35982	46.06012
chr1	7667669	7667770	7667719	4.35982	46.05705
chr2	61536688	61536789	61536738	4.35982	46.05098
chr14	53953470	53953571	53953520	4.35982	46.04026
chr20	62668530	62668631	62668580	4.35982	46.03912
chr16	78770655	78770756	78770705	4.35982	46.03549
chr11	126063079	126063180	126063129	4.35982	46.01261
chr9	127943857	127943958	127943907	4.35982	46.01078
chr1	44283670	44283771	44283720	4.35982	45.98737
chr17	82230130	82230231	82230180	4.35982	45.97626
chr1	222713276	222713377	222713326	4.35982	45.95872
chr12	53053733	53053834	53053783	4.35982	45.95108
chr17	82153988	82154089	82154038	4.35982	45.92479
chr1	43991637	43991738	43991687	4.35982	45.91614
chr20	62822883	62822984	62822933	4.35982	45.91439
chr16	88804687	88804788	88804737	4.35982	45.89037
chr17	68378792	68378893	68378842	4.35982	45.89024
chr6	12008978	12009079	12009028	4.35982	45.88894
chr1	248863283	248863384	248863333	4.35982	45.87678
chr1	221742919	221743020	221742969	4.35982	45.8661
chr10	73592046	73592147	73592096	4.35982	45.86412
chr11	112290123	112290224	112290173	4.35982	45.84666
chr7	873419	873520	873469	4.35982	45.80153
chr13	112895218	112895319	112895268	4.35982	45.78133
chr8	38105424	38105525	38105474	4.35982	45.78132
chr6	29015992	29016093	29016042	4.35982	45.7407
chr2	60881348	60881449	60881398	4.35982	45.71465
chr7	73683530	73683631	73683580	4.35982	45.71016
chr19	1864196	1864297	1864246	4.35982	45.70109
chr17	19362961	19363062	19363011	4.35982	45.67731
chr5	139293571	139293672	139293621	4.35982	45.64049
chr1	146387493	146387594	146387543	4.35982	45.63008
chr17	27245406	27245507	27245456	4.35982	45.61199
chr19	29213225	29213326	29213275	4.35982	45.60366
chr20	62779082	62779183	62779132	4.35982	45.58583
chr1	155323953	155324054	155324003	4.35982	45.56813
chr16	57600467	57600568	57600517	4.35982	45.54685
chr21	36990139	36990240	36990189	4.35982	45.546
chr14	24332602	24332703	24332652	4.35982	45.54186
chr19	46856232	46856333	46856282	4.35982	45.54078
chr22	50525652	50525753	50525702	4.35982	45.51361
chr17	82000242	82000343	82000292	4.35982	45.50695
chr16	2178692	2178793	2178742	4.35982	45.47819
chr2	111898005	111898106	111898055	4.35982	45.47533
chr6	116279716	116279817	116279766	4.35982	45.46696
chr1	109277531	109277632	109277581	4.35982	45.45841
chr15	28099371	28099472	28099421	4.35982	45.44722
chr17	40099340	40099441	40099390	4.35982	45.40532
chr17	39056899	39057000	39056949	4.35982	45.38121
chr19	35006512	35006613	35006562	4.35982	45.36231
chr1	39491554	39491655	39491604	4.35982	45.35996
chr9	65675667	65675768	65675717	4.35982	45.35627
chr20	62220362	62220463	62220412	4.35982	45.34851
chr10	91220453	91220554	91220503	4.35982	45.32658
chr19	47113102	47113203	47113152	4.35982	45.31362
chr16	68539190	68539291	68539240	4.35982	45.30822
chrX	153627877	153627978	153627927	4.35982	45.28475
chr16	4614977	4615078	4615027	4.35982	45.26243
chr14	75294219	75294320	75294269	4.35982	45.25493
chrX	153764070	153764171	153764120	4.35982	45.24049
chr2	241271946	241272047	241271996	4.35982	45.22536
chr9	136799178	136799279	136799228	4.35982	45.22521
chr10	110007805	110007906	110007855	4.35982	45.17452
chr2	37157000	37157101	37157050	4.35982	45.16279
chr6	110555131	110555232	110555181	4.35982	45.15723
chr7	129948953	129949054	129949003	4.35982	45.15021
chr11	36289378	36289479	36289428	4.35982	45.14847
chr6	43060447	43060548	43060497	4.35982	45.14569
chr3	50206119	50206220	50206169	4.35982	45.14541
chr5	149320955	149321056	149321005	4.35982	45.14321
chr1	120176541	120176642	120176591	4.35982	45.14265
chr9	122159797	122159898	122159847	4.35982	45.13958
chr19	1067138	1067239	1067188	4.35982	45.13165
chr3	139344436	139344537	139344486	4.35982	45.13001
chr11	67629407	67629508	67629457	4.35982	45.09087
chr13	52450617	52450718	52450667	4.35982	45.06394
chr7	102451745	102451846	102451795	4.35982	45.05936
chr17	72399849	72399950	72399899	4.35982	45.04872
chr17	75764239	75764340	75764289	4.35982	45.04432
chr3	49802698	49802799	49802748	4.35982	45.03811
chr5	176361797	176361898	176361847	4.35982	44.97648
chr13	91398483	91398584	91398533	4.35982	44.97466
chr14	103529160	103529261	103529210	4.35982	44.95597
chr8	56993830	56993931	56993880	4.35982	44.93206
chr9	91037296	91037397	91037346	4.35982	44.92236
chr16	21233526	21233627	21233576	4.35982	44.91326
chr21	44302809	44302910	44302859	4.35982	44.8994
chr3	119795230	119795331	119795280	4.35982	44.85761
chr12	104215711	104215812	104215761	4.35982	44.84509
chr6	137873476	137873577	137873526	4.35982	44.84462
chr2	11403885	11403986	11403935	4.35982	44.83939
chr5	850640	850741	850690	4.35982	44.83728
chr2	11155201	11155302	11155251	4.35982	44.82976
