chrom	start	end	summit	qval	signal
chr14	34060266	34060367	34060316	4.08225	107.06373
chr7	143288373	143288474	143288423	4.08225	107.03134
chr6	157531452	157531553	157531502	4.08225	107.02614
chr21	45427621	45427722	45427671	4.08225	106.96994
chr16	18926641	18926742	18926691	4.08225	106.9351
chr3	10508756	10508857	10508806	4.08225	106.91006
chr6	30326952	30327053	30327002	4.08225	106.88502
chr1	156471655	156471756	156471705	4.08225	106.79215
chr17	50893775	50893876	50893825	4.08225	106.78751
chr3	47802944	47803045	47802994	4.08225	106.73265
chr5	6712769	6712870	6712819	4.08225	106.72742
chr1	229558859	229558960	229558909	4.08225	106.68966
chr1	153658726	153658827	153658776	4.08225	106.66077
chr15	75625549	75625650	75625599	4.08225	106.55739
chr2	100417525	100417626	100417575	4.08225	106.5506
chr6	4136128	4136229	4136178	4.08225	106.4571
chr16	70746511	70746612	70746561	4.08225	106.41192
chr2	223930561	223930662	223930611	4.08225	106.31495
chr20	47359051	47359152	47359101	4.08225	106.29493
chr3	100709434	100709535	100709484	4.08225	106.2721
chr9	133738377	133738478	133738427	4.08225	106.20368
chr13	110561597	110561698	110561647	4.08225	106.13814
chr13	110915282	110915383	110915332	4.08225	106.13433
chr2	231464756	231464857	231464806	4.08225	106.08399
chr12	106955701	106955802	106955751	4.08225	106.07766
chr7	100450605	100450706	100450655	4.08225	106.03288
chr7	76358957	76359058	76359007	4.08225	106.02671
chr16	68236182	68236283	68236232	4.08225	105.9841
chr20	45363386	45363487	45363436	4.08225	105.92859
chr8	42152875	42152976	42152925	4.08225	105.83407
chr16	85799616	85799717	85799666	4.08225	105.71992
chr17	75896829	75896930	75896879	4.08225	105.67199
chr1	15409868	15409969	15409918	4.08225	105.62214
chr1	1944119	1944220	1944169	4.08225	105.57321
chr16	11308809	11308910	11308859	4.08225	105.53894
chr2	135741842	135741943	135741892	4.08225	105.52434
chr2	219208398	219208499	219208448	4.08225	105.48191
chr17	75589170	75589271	75589220	4.08225	105.32401
chr1	18956841	18956942	18956891	4.08225	105.25519
chr6	70413293	70413394	70413343	4.08225	105.19595
chr16	72664893	72664994	72664943	4.08225	105.1917
chr9	127942743	127942844	127942793	4.08225	105.18334
chr14	23094822	23094923	23094872	4.08225	105.1832
chr1	53220552	53220653	53220602	4.08225	105.13557
chr20	23628688	23628789	23628738	4.08225	105.10358
chr2	127388046	127388147	127388096	4.08225	105.05632
chr2	168247812	168247913	168247862	4.08225	105.05319
chr13	45341457	45341558	45341507	4.08225	104.98271
chr14	77761021	77761122	77761071	4.08225	104.96876
chr10	58269186	58269287	58269236	4.08225	104.88133
chr17	31549809	31549910	31549859	4.08225	104.84957
chr6	34196528	34196629	34196578	4.08225	104.79723
chr2	96260542	96260643	96260592	4.08225	104.79547
chr19	7888426	7888527	7888476	4.08225	104.69186
chr17	78353029	78353130	78353079	4.08225	104.67149
chr5	139503284	139503385	139503334	4.08225	104.6614
chr20	36182928	36183029	36182978	4.08225	104.61661
chr3	33114068	33114169	33114118	4.08225	104.49462
chr17	58659416	58659517	58659466	4.08225	104.44606
chr2	175063111	175063212	175063161	4.08225	104.36385
chr4	75514611	75514712	75514661	4.08225	104.33451
chr1	150971371	150971472	150971421	4.08225	104.17931
chr10	25016812	25016913	25016862	4.08225	104.14935
chr9	127917050	127917151	127917100	4.08225	104.07228
chr6	135054745	135054846	135054795	4.08225	104.04503
chr1	26170092	26170193	26170142	4.08225	104.02216
chr19	982829	982930	982879	4.08225	103.94572
chr10	119165618	119165719	119165668	4.08225	103.9134
chr2	219177913	219178014	219177963	4.08225	103.85517
chr6	157021906	157022007	157021956	4.08225	103.81009
chr7	977344	977445	977394	4.08225	103.80564
chr19	39031659	39031760	39031709	4.08225	103.72177
chr20	22524049	22524150	22524099	4.08225	103.7154
chr12	112409461	112409562	112409511	4.08225	103.71476
chr17	59964573	59964674	59964623	4.08225	103.69229
chr12	50505145	50505246	50505195	4.08225	103.68458
chr10	100535889	100535990	100535939	4.08225	103.63753
chr8	43093407	43093508	43093457	4.08225	103.63751
chr17	78962455	78962556	78962505	4.08225	103.62425
chr19	1046420	1046521	1046470	4.08225	103.61379
chr17	55284528	55284629	55284578	4.08225	103.55518
chr15	75625338	75625439	75625388	4.08225	103.52888
chr19	1568492	1568593	1568542	4.08225	103.51528
chr10	122980498	122980599	122980548	4.08225	103.5103
chr16	85613167	85613268	85613217	4.08225	103.48224
chr16	12643966	12644067	12644016	4.08225	103.48186
chr2	237590619	237590720	237590669	4.08225	103.38359
chr7	73578840	73578941	73578890	4.08225	103.37256
chr6	31766365	31766466	31766415	4.08225	103.35297
chr11	14520377	14520478	14520427	4.08225	103.31694
chr4	55948911	55949012	55948961	4.08225	103.30395
chr2	98444788	98444889	98444838	4.08225	103.21932
chr17	57892546	57892647	57892596	4.08225	103.21642
chr22	35372114	35372215	35372164	4.08225	103.19275
chr17	75261936	75262037	75261986	4.08225	103.10224
chr2	27428726	27428827	27428776	4.08225	103.09754
chr20	62375526	62375627	62375576	4.08225	103.07077
chr14	94594053	94594154	94594103	4.08225	103.00533
chr14	52791820	52791921	52791870	4.08225	102.99829
chr1	211515555	211515656	211515605	4.08225	102.97427
chr12	120710466	120710567	120710516	4.08225	102.95352
chr20	64221379	64221480	64221429	4.08225	102.88622
chr15	83067210	83067311	83067260	4.08225	102.86465
chr15	65530547	65530648	65530597	4.08225	102.79787
chr17	81968042	81968143	81968092	4.08225	102.79242
chr12	56221835	56221936	56221885	4.08225	102.71316
chr19	40778294	40778395	40778344	4.08225	102.67483
chr1	37595690	37595791	37595740	4.08225	102.64253
chr1	28369777	28369878	28369827	4.08225	102.61051
chr9	92293599	92293700	92293649	4.08225	102.55839
chr19	47244225	47244326	47244275	4.08225	102.55133
chr8	144477936	144478037	144477986	4.08225	102.54263
chr19	35717369	35717470	35717419	4.08225	102.52495
chr19	11239433	11239534	11239483	4.08225	102.49234
chr6	36131215	36131316	36131265	4.08225	102.39734
chr5	179808026	179808127	179808076	4.08225	102.38224
chr12	120317735	120317836	120317785	4.08225	102.36543
chr15	64825908	64826009	64825958	4.08225	102.36032
chr8	131904056	131904157	131904106	4.08225	102.34657
chr5	150000395	150000496	150000445	4.08225	102.33317
chr1	180502619	180502720	180502669	4.08225	102.31515
chr17	2401836	2401937	2401886	4.08225	102.30276
chr3	136197001	136197102	136197051	4.08225	102.23328
chr20	62900319	62900420	62900369	4.08225	102.20818
chr17	47949427	47949528	47949477	4.08225	102.12807
chr1	203305462	203305563	203305512	4.08225	102.08325
chr7	90211955	90212056	90212005	4.08225	102.03374
chr2	118013604	118013705	118013654	4.08225	102.02857
chr18	62523055	62523156	62523105	4.08225	102.02812
chr5	138032880	138032981	138032930	4.08225	102.01772
chr19	704163	704264	704213	4.08225	101.93601
chr12	104986376	104986477	104986426	4.08225	101.90587
chr17	72502588	72502689	72502638	4.08225	101.88604
chr5	181223578	181223679	181223628	4.08225	101.82781
chr2	128309657	128309758	128309707	4.08225	101.82316
chr9	130693645	130693746	130693695	4.08225	101.81744
chr16	27550225	27550326	27550275	4.08225	101.78204
chr17	82273758	82273859	82273808	4.08225	101.74141
chr9	89318516	89318617	89318566	4.08225	101.71225
chr19	39507075	39507176	39507125	4.08225	101.67436
chr14	93184698	93184799	93184748	4.08225	101.65365
chr15	78065494	78065595	78065544	4.08225	101.63557
chr2	11465760	11465861	11465810	4.08225	101.61203
chr1	3471807	3471908	3471857	4.08225	101.60245
chr11	119206173	119206274	119206223	4.08225	101.47706
chr15	67521530	67521631	67521580	4.08225	101.35967
chr16	23182529	23182630	23182579	4.08225	101.35921
chr17	27294189	27294290	27294239	4.08225	101.23123
chr2	232872328	232872429	232872378	4.08225	101.21913
chr2	231713998	231714099	231714048	4.08225	101.19561
chr1	18937125	18937226	18937175	4.08225	101.17332
chr4	146175755	146175856	146175805	4.08225	101.16696
chr22	37032848	37032949	37032898	4.08225	101.15227
chr9	95875736	95875837	95875786	4.08225	101.06802
chr16	84116802	84116903	84116852	4.08225	101.04518
chr11	65525193	65525294	65525243	4.08225	101.00614
chr16	50066156	50066257	50066206	4.08225	100.95644
chr11	61361982	61362083	61362032	4.08225	100.95497
chr17	38752808	38752909	38752858	4.08225	100.93852
chr8	17922601	17922702	17922651	4.08225	100.89145
chr6	81753585	81753686	81753635	4.08225	100.76105
chr5	133968401	133968502	133968451	4.08225	100.67676
chr2	48111549	48111650	48111599	4.08225	100.67541
chr14	31033436	31033537	31033486	4.08225	100.63918
chr5	53477114	53477215	53477164	4.08225	100.59535
chr1	45340204	45340305	45340254	4.08225	100.59243
chr13	23375470	23375571	23375520	4.08225	100.57793
chr2	227472035	227472136	227472085	4.08225	100.53977
chr16	1090038	1090139	1090088	4.08225	100.52203
chr6	149718201	149718302	149718251	4.08225	100.52167
chr11	9385058	9385159	9385108	4.08225	100.50752
chr16	30775754	30775855	30775804	4.08225	100.49798
chr17	79822807	79822908	79822857	4.08225	100.47035
chr17	45202047	45202148	45202097	4.08225	100.43279
chr20	32359230	32359331	32359280	4.08225	100.42876
chr2	177552625	177552726	177552675	4.08225	100.36815
chr10	86400145	86400246	86400195	4.08225	100.36516
chr2	42493958	42494059	42494008	4.08225	100.34049
chr8	66775396	66775497	66775446	4.08225	100.33886
chr16	425301	425402	425351	4.08225	100.26767
chr14	51240313	51240414	51240363	4.08225	100.20335
chr16	48385235	48385336	48385285	4.08225	100.17923
chr1	65420602	65420703	65420652	4.08225	100.16291
chr5	177378975	177379076	177379025	4.08225	100.14677
chr17	79809126	79809227	79809176	4.08225	100.07281
chr20	34363285	34363386	34363335	4.08225	100.03679
chr3	48241207	48241308	48241257	4.08225	99.96766
chr17	15945129	15945230	15945179	4.08225	99.95343
chr6	44223713	44223814	44223763	4.08225	99.94007
chr12	6753339	6753440	6753389	4.08225	99.92174
chr17	43544607	43544708	43544657	4.08225	99.90725
chr16	2035725	2035826	2035775	4.08225	99.873
chr9	36487878	36487979	36487928	4.08225	99.86769
chr9	128636125	128636226	128636175	4.08225	99.73528
chr12	120317465	120317566	120317515	4.08225	99.67852
chr16	57245149	57245250	57245199	4.08225	99.61805
chr17	75289286	75289387	75289336	4.08225	99.59626
chr5	136132983	136133084	136133033	4.08225	99.45747
chr2	101252919	101253020	101252969	4.08225	99.4477
chr6	78867667	78867768	78867717	4.08225	99.42117
chr2	183038465	183038566	183038515	4.08225	99.32326
chr19	33795604	33795705	33795654	4.08225	99.30543
chr21	43211412	43211513	43211462	4.08225	99.26702
chr3	69013707	69013808	69013757	4.08225	99.26532
chr17	82325617	82325718	82325667	4.08225	99.25567
chr2	101117359	101117460	101117409	4.08225	99.25362
chr7	33129369	33129470	33129419	4.08225	99.25012
chr16	342733	342834	342783	4.08225	99.18977
chr17	76499329	76499430	76499379	4.08225	99.13839
chr2	27050056	27050157	27050106	4.08225	99.1304
chr3	58008498	58008599	58008548	4.08225	99.05289
chr19	48634665	48634766	48634715	4.08225	99.02634
chr5	37249282	37249383	37249332	4.08225	98.95968
chr7	123534858	123534959	123534908	4.08225	98.95521
chr3	195259990	195260091	195260040	4.08225	98.93073
chr6	43517109	43517210	43517159	4.08225	98.91476
chr9	99104895	99104996	99104945	4.08225	98.89582
chr3	100334541	100334642	100334591	4.08225	98.88598
chr16	19524102	19524203	19524152	4.08225	98.86472
chr12	69239497	69239598	69239547	4.08225	98.81919
chr6	2952814	2952915	2952864	4.08225	98.80792
chr5	96703004	96703105	96703054	4.08225	98.80784
chr16	4425882	4425983	4425932	4.08225	98.78345
chr6	37128144	37128245	37128194	4.08225	98.77117
chr16	88509265	88509366	88509315	4.08225	98.73818
chr22	40856840	40856941	40856890	4.08225	98.69866
chr4	185204026	185204127	185204076	4.08225	98.67124
chr1	93909346	93909447	93909396	4.08225	98.64956
chr2	75646902	75647003	75646952	4.08225	98.61066
chr3	186567255	186567356	186567305	4.08225	98.60998
chr9	137240882	137240983	137240932	4.08225	98.58513
chr2	43005713	43005814	43005763	4.08225	98.55761
chr19	36838330	36838431	36838380	4.08225	98.53484
chr1	230708745	230708846	230708795	4.08225	98.5279
chr12	68746207	68746308	68746257	4.08225	98.51569
chr1	220046642	220046743	220046692	4.08225	98.46321
chr19	48492848	48492949	48492898	4.08225	98.46011
chr11	112074355	112074456	112074405	4.08225	98.44323
chr2	231037356	231037457	231037406	4.08225	98.42055
chr6	31652933	31653034	31652983	4.08225	98.4063
chr11	47119043	47119144	47119093	4.08225	98.40128
chr6	99515314	99515415	99515364	4.08225	98.3413
chr7	122886676	122886777	122886726	4.08225	98.27582
chr5	6712992	6713093	6713042	4.08225	98.20113
chr1	212432836	212432937	212432886	4.08225	98.1854
chr15	80059331	80059432	80059381	4.08225	98.17967
chr22	24806158	24806259	24806208	4.08225	98.12979
chr14	24442666	24442767	24442716	4.08225	98.07641
chr2	101308910	101309011	101308960	4.08225	98.03518
chr3	99876191	99876292	99876241	4.08225	97.98985
chr2	222671809	222671910	222671859	4.08225	97.94097
chr16	85524711	85524812	85524761	4.08225	97.8865
chr1	161399709	161399810	161399759	4.08225	97.86503
chr19	1065946	1066047	1065996	4.08225	97.85604
chr16	28823694	28823795	28823744	4.08225	97.84801
chr17	68383743	68383844	68383793	4.08225	97.80341
chr19	38387776	38387877	38387826	4.08225	97.79608
chr1	112466211	112466312	112466261	4.08225	97.77413
chr4	74158139	74158240	74158189	4.08225	97.61267
chr7	135510237	135510338	135510287	4.08225	97.60123
chr2	183078758	183078859	183078808	4.08225	97.53784
chr7	133081962	133082063	133082012	4.08225	97.51102
chr9	34646616	34646717	34646666	4.08225	97.50315
chr17	43530580	43530681	43530630	4.08225	97.48885
chrX	14873039	14873140	14873089	4.08225	97.46079
chr20	32652983	32653084	32653033	4.08225	97.42799
chr17	76252275	76252376	76252325	4.08225	97.4237
chr2	130342976	130343077	130343026	4.08225	97.36512
chr19	52963027	52963128	52963077	4.08225	97.36086
chr21	39183710	39183811	39183760	4.08225	97.33051
chr17	352463	352564	352513	4.08225	97.292
chr10	86521844	86521945	86521894	4.08225	97.28679
chr11	62025749	62025850	62025799	4.08225	97.28286
chr9	89556592	89556693	89556642	4.08225	97.27346
chr17	59707422	59707523	59707472	4.08225	97.24
chr7	107891300	107891401	107891350	4.08225	97.22758
chr20	4686344	4686445	4686394	4.08225	97.20718
chr5	32585589	32585690	32585639	4.08225	97.17172
chr2	27094020	27094121	27094070	4.08225	97.16654
chr11	65551134	65551235	65551184	4.08225	97.15886
chr13	113449177	113449278	113449227	4.08225	97.13254
chr19	40056000	40056101	40056050	4.08225	97.11943
chr16	10942705	10942806	10942755	4.08225	97.08856
chr10	37976534	37976635	37976584	4.08225	97.07511
chr19	48954832	48954933	48954882	4.08225	97.0668
chr16	89192629	89192730	89192679	4.08225	97.03646
chr19	50376694	50376795	50376744	4.08225	97.02932
chr6	132768207	132768308	132768257	4.08225	96.89631
chr11	6683423	6683524	6683473	4.08225	96.80513
chr12	56128215	56128316	56128265	4.08225	96.73242
chr9	127390661	127390762	127390711	4.08225	96.73021
chr2	73001250	73001351	73001300	4.08225	96.72451
chr14	92748509	92748610	92748559	4.08225	96.68437
chr17	82298270	82298371	82298320	4.08225	96.6661
chr10	125792644	125792745	125792694	4.08225	96.65786
chr19	917230	917331	917280	4.08225	96.64675
chr18	63367458	63367559	63367508	4.08225	96.64597
chr5	178204595	178204696	178204645	4.08225	96.63057
chr12	949612	949713	949662	4.08225	96.55143
chr9	133993086	133993187	133993136	4.08225	96.53405
chr6	151120160	151120261	151120210	4.08225	96.5261
chr2	232876802	232876903	232876852	4.08225	96.52281
chr4	1249308	1249409	1249358	4.08225	96.51742
chr19	12938645	12938746	12938695	4.08225	96.5172
chr6	41578186	41578287	41578236	4.08225	96.4351
chr6	98947820	98947921	98947870	4.08225	96.43036
chr5	179859126	179859227	179859176	4.08225	96.31372
chr16	85553533	85553634	85553583	4.08225	96.27283
chr1	1064265	1064366	1064315	4.08225	96.21404
chr3	170222221	170222322	170222271	4.08225	96.16665
chr2	227466380	227466481	227466430	4.08225	96.15834
chr9	134068467	134068568	134068517	4.08225	96.07097
chr16	13920247	13920348	13920297	4.08225	96.06339
chr9	89310784	89310885	89310834	4.08225	96.03952
chr17	2066741	2066842	2066791	4.08225	95.95529
chr2	99141368	99141469	99141418	4.08225	95.90802
chr15	75640077	75640178	75640127	4.08225	95.86996
chr11	3642138	3642239	3642188	4.08225	95.83803
chr17	43006907	43007008	43006957	4.08225	95.78755
chr4	174283819	174283920	174283869	4.08225	95.77875
chr11	67288657	67288758	67288707	4.08225	95.77247
chr19	18839773	18839874	18839823	4.08225	95.75892
chr19	740490	740591	740540	4.08225	95.73293
chr2	237585735	237585836	237585785	4.08225	95.67479
chr17	72540451	72540552	72540501	4.08225	95.6644
chr3	50359544	50359645	50359594	4.08225	95.60355
chr7	105014085	105014186	105014135	4.08225	95.58932
chr11	65096278	65096379	65096328	4.08225	95.58854
chr10	124389190	124389291	124389240	4.08225	95.58635
chr16	66830754	66830855	66830804	4.08225	95.54963
chr9	75028210	75028311	75028260	4.08225	95.50039
chr18	58414072	58414173	58414122	4.08225	95.47884
chr7	26864540	26864641	26864590	4.08225	95.47485
chr6	73523532	73523633	73523582	4.08225	95.41945
chr4	2937304	2937405	2937354	4.08225	95.38011
chr2	166376146	166376247	166376196	4.08225	95.3754
chr11	207560	207661	207610	4.08225	95.35604
chr1	42958800	42958901	42958850	4.08225	95.32073
chr5	43105814	43105915	43105864	4.08225	95.262
chr19	17337572	17337673	17337622	4.08225	95.24049
chr12	122266408	122266509	122266458	4.08225	95.22903
chr9	33816799	33816900	33816849	4.08225	95.19781
chr20	3628838	3628939	3628888	4.08225	95.15501
chr7	107580199	107580300	107580249	4.08225	95.07829
chr16	73047774	73047875	73047824	4.08225	95.03213
chr12	132517463	132517564	132517513	4.08225	95.03034
chr11	65261767	65261868	65261817	4.08225	95.01972
chr14	103103869	103103970	103103919	4.08225	94.96223
chr7	2555482	2555583	2555532	4.08225	94.91512
chr15	72686217	72686318	72686267	4.08225	94.91314
chr6	30617652	30617753	30617702	4.08225	94.84668
chr16	721466	721567	721516	4.08225	94.83318
chr2	112482035	112482136	112482085	4.08225	94.82138
chr14	30874279	30874380	30874329	4.08225	94.79464
chr20	462452	462553	462502	4.08225	94.78944
chr12	109477383	109477484	109477433	4.08225	94.76057
chr16	14501762	14501863	14501812	4.08225	94.73186
chr22	21001679	21001780	21001729	4.08225	94.72738
chr1	109426634	109426735	109426684	4.08225	94.71859
chr16	30407662	30407763	30407712	4.08225	94.66653
chr3	50299532	50299633	50299582	4.08225	94.6505
chr15	41496078	41496179	41496128	4.08225	94.60065
chr6	42929589	42929690	42929639	4.08225	94.57143
chr16	15395775	15395876	15395825	4.08225	94.54563
chr11	75168776	75168877	75168826	4.08225	94.51938
chr19	53103446	53103547	53103496	4.08225	94.51664
chr10	43420504	43420605	43420554	4.08225	94.45119
chr9	128191819	128191920	128191869	4.08225	94.42928
chr2	75609208	75609309	75609258	4.08225	94.4075
chr2	148509385	148509486	148509435	4.08225	94.39743
chr2	3652013	3652114	3652063	4.08225	94.36711
chr4	7103738	7103839	7103788	4.08225	94.36303
chr7	103149295	103149396	103149345	4.08225	94.34174
chr2	11132685	11132786	11132735	4.08225	94.30784
chr17	76103883	76103984	76103933	4.08225	94.30292
chr5	134176758	134176859	134176808	4.08225	94.30115
chr4	39698322	39698423	39698372	4.08225	94.28871
chr3	196948535	196948636	196948585	4.08225	94.2694
chr7	65038105	65038206	65038155	4.08225	94.25314
chr20	17531156	17531257	17531206	4.08225	94.23038
chr6	24646086	24646187	24646136	4.08225	94.22826
chr6	28589527	28589628	28589577	4.08225	94.21502
chr5	132369709	132369810	132369759	4.08225	94.20787
chr4	1309480	1309581	1309530	4.08225	94.20772
chr1	89995191	89995292	89995241	4.08225	94.20288
chr11	75768480	75768581	75768530	4.08225	94.15945
chr22	31489914	31490015	31489964	4.08225	94.1579
chr1	21783331	21783432	21783381	4.08225	94.13053
chr12	54280935	54281036	54280985	4.08225	94.12809
chr19	48589035	48589136	48589085	4.08225	94.10331
chr17	76139021	76139122	76139071	4.08225	94.09266
chr19	56900686	56900787	56900736	4.08225	94.07568
chr15	63474226	63474327	63474276	4.08225	94.05513
chr1	222465416	222465517	222465466	4.08225	94.03101
chr11	43358791	43358892	43358841	4.08225	94.02557
chr4	6909818	6909919	6909868	4.08225	94.00821
chr16	19108067	19108168	19108117	4.08225	93.9898
chr1	10430498	10430599	10430548	4.08225	93.96848
chr2	200889414	200889515	200889464	4.08225	93.94356
chr9	33139804	33139905	33139854	4.08225	93.93633
chr6	30103151	30103252	30103201	4.08225	93.90826
chr10	11875930	11876031	11875980	4.08225	93.89981
chr15	63833968	63834069	63834018	4.08225	93.88082
chr14	24816090	24816191	24816140	4.08225	93.86768
chr2	70808694	70808795	70808744	4.08225	93.85352
chr17	74432183	74432284	74432233	4.08225	93.83531
chr9	129606611	129606712	129606661	4.08225	93.79734
chr14	34873829	34873930	34873879	4.08225	93.79575
chr16	15996966	15997067	15997016	4.08225	93.75336
chr22	17084874	17084975	17084924	4.08225	93.70253
chr6	36594169	36594270	36594219	4.08225	93.64035
chr1	89524909	89525010	89524959	4.08225	93.58349
chr6	69233004	69233105	69233054	4.08225	93.55764
chr1	184051697	184051798	184051747	4.08225	93.53475
chr19	11597487	11597588	11597537	4.08225	93.52304
chr5	140107735	140107836	140107785	4.08225	93.51372
chr19	49590348	49590449	49590398	4.08225	93.45013
chr6	42890564	42890665	42890614	4.08225	93.42834
chr17	82370782	82370883	82370832	4.08225	93.38659
chr8	22111719	22111820	22111769	4.08225	93.35929
chr17	77288862	77288963	77288912	4.08225	93.29752
chr6	36683751	36683852	36683801	4.08225	93.28965
chr17	73201421	73201522	73201471	4.08225	93.28383
chr15	40569428	40569529	40569478	4.08225	93.17347
chr19	10291529	10291630	10291579	4.08225	93.16002
chr16	88651380	88651481	88651430	4.08225	93.14256
chr6	43953915	43954016	43953965	4.08225	93.13078
chr2	240969219	240969320	240969269	4.08225	93.057
chr2	215749483	215749584	215749533	4.08225	93.05121
chr3	115784446	115784547	115784496	4.08225	93.04855
chr15	41231047	41231148	41231097	4.08225	92.9758
chr5	95554873	95554974	95554923	4.08225	92.94657
chr20	34112383	34112484	34112433	4.08225	92.94134
chr12	69360208	69360309	69360258	4.08225	92.93844
chr16	69822541	69822642	69822591	4.08225	92.93391
chr11	14499726	14499827	14499776	4.08225	92.90531
chr16	971232	971333	971282	4.08225	92.90409
chr19	19663821	19663922	19663871	4.08225	92.86956
chr1	154870385	154870486	154870435	4.08225	92.85116
chr1	160343309	160343410	160343359	4.08225	92.83932
chr2	177265027	177265128	177265077	4.08225	92.78302
chr2	218711057	218711158	218711107	4.08225	92.74661
chr2	235005737	235005838	235005787	4.08225	92.74541
chr20	46014323	46014424	46014373	4.08225	92.73566
chr15	43133583	43133684	43133633	4.08225	92.70953
chr2	111920245	111920346	111920295	4.08225	92.66217
chr9	129064613	129064714	129064663	4.08225	92.65398
chr2	74429954	74430055	74430004	4.08225	92.55527
chr7	134986770	134986871	134986820	4.08225	92.54441
chr19	47113347	47113448	47113397	4.08225	92.49831
chr6	152983315	152983416	152983365	4.08225	92.48131
chr15	40109111	40109212	40109161	4.08225	92.47017
chr14	103889584	103889685	103889634	4.08225	92.46347
chr12	51173228	51173329	51173278	4.08225	92.43931
chr7	26291764	26291865	26291814	4.08225	92.40275
chr8	38030599	38030700	38030649	4.08225	92.3968
chr6	43990772	43990873	43990822	4.08225	92.36738
chr19	45443591	45443692	45443641	4.08225	92.33957
chr3	115784183	115784284	115784233	4.08225	92.32618
chr12	48865696	48865797	48865746	4.08225	92.32025
chr16	28609794	28609895	28609844	4.08225	92.2771
chr1	85276810	85276911	85276860	4.08225	92.27627
chr16	31179985	31180086	31180035	4.08225	92.25017
chr19	462032	462133	462082	4.08225	92.24453
chr17	83052007	83052108	83052057	4.08225	92.22507
chr2	39121204	39121305	39121254	4.08225	92.21677
chr17	17206627	17206728	17206677	4.08225	92.21512
chr17	46851546	46851647	46851596	4.08225	92.21417
chr20	50187470	50187571	50187520	4.08225	92.198
chr16	680197	680298	680247	4.08225	92.17245
chr5	72320426	72320527	72320476	4.08225	92.16205
chr15	78540548	78540649	78540598	4.08225	92.1552
chr9	135993084	135993185	135993134	4.08225	92.11817
chr3	49674262	49674363	49674312	4.08225	92.11496
chr1	23959481	23959582	23959531	4.08225	92.08355
chr2	231701685	231701786	231701735	4.08225	92.06843
chr20	2652763	2652864	2652813	4.08225	92.06656
chr16	22206387	22206488	22206437	4.08225	92.06653
chr11	65117709	65117810	65117759	4.08225	92.05232
chr2	96266420	96266521	96266470	4.08225	91.96615
chr7	103149544	103149645	103149594	4.08225	91.94908
chr3	56557170	56557271	56557220	4.08225	91.91168
chr17	28357681	28357782	28357731	4.08225	91.89099
chr14	31025821	31025922	31025871	4.08225	91.81567
chr13	30307535	30307636	30307585	4.08225	91.80598
chr13	98142613	98142714	98142663	4.08225	91.78507
chr20	57389297	57389398	57389347	4.08225	91.76278
chr2	27890680	27890781	27890730	4.08225	91.75911
chr1	93979944	93980045	93979994	4.08225	91.74183
chr2	190343831	190343932	190343881	4.08225	91.73376
chr2	27123933	27124034	27123983	4.08225	91.72312
chr7	36367210	36367311	36367260	4.08225	91.71791
chr20	41317000	41317101	41317050	4.08225	91.68406
chr19	41310215	41310316	41310265	4.08225	91.65758
chr8	142403326	142403427	142403376	4.08225	91.63771
chr11	93784522	93784623	93784572	4.08225	91.60637
chr1	150697147	150697248	150697197	4.08225	91.54913
chr6	122610566	122610667	122610616	4.08225	91.51942
chr8	144444569	144444670	144444619	4.08225	91.4644
chr4	6917818	6917919	6917868	4.08225	91.42725
chr14	52730222	52730323	52730272	4.08225	91.40924
chr3	184241894	184241995	184241944	4.08225	91.39379
chr1	92298774	92298875	92298824	4.08225	91.35709
chr14	92106306	92106407	92106356	4.08225	91.29734
chr10	91908730	91908831	91908780	4.08225	91.25143
chr19	6199266	6199367	6199316	4.08225	91.2391
chr1	44807487	44807588	44807537	4.08225	91.22984
chr17	43368301	43368402	43368351	4.08225	91.22947
chr5	112707634	112707735	112707684	4.08225	91.2286
chr2	148644422	148644523	148644472	4.08225	91.10626
chr2	20525218	20525319	20525268	4.08225	91.10607
chr12	57112290	57112391	57112340	4.08225	91.09831
chr6	89352649	89352750	89352699	4.08225	91.09343
chr19	44500323	44500424	44500373	4.08225	91.02974
chr17	18988689	18988790	18988739	4.08225	91.02315
chr10	23438999	23439100	23439049	4.08225	90.98039
chr19	10291313	10291414	10291363	4.08225	90.94895
chr17	40054181	40054282	40054231	4.08225	90.93368
chr19	45507365	45507466	45507415	4.08225	90.92399
chr22	46639160	46639261	46639210	4.08225	90.91375
chr2	46315399	46315500	46315449	4.08225	90.89211
chr11	61816876	61816977	61816926	4.08225	90.8676
chr16	84586713	84586814	84586763	4.08225	90.8477
chr19	8512344	8512445	8512394	4.08225	90.82337
chr9	19127405	19127506	19127455	4.08225	90.81336
chr20	31861765	31861866	31861815	4.08225	90.77792
chr14	21024914	21025015	21024964	4.08225	90.77572
chr17	7307729	7307830	7307779	4.08225	90.74682
chr2	162074093	162074194	162074143	4.08225	90.74474
chr2	42980191	42980292	42980241	4.08225	90.73024
chr1	65254552	65254653	65254602	4.08225	90.71253
chr7	4682125	4682226	4682175	4.08225	90.63344
chr9	122905184	122905285	122905234	4.08225	90.62029
chr19	1252333	1252434	1252383	4.08225	90.61421
chr14	35413228	35413329	35413278	4.08225	90.60633
chr7	20220031	20220132	20220081	4.08225	90.59248
chr12	8950045	8950146	8950095	4.08225	90.57766
chr11	9614219	9614320	9614269	4.08225	90.54945
chr3	31532563	31532664	31532613	4.08225	90.53914
